utcTimeMillis,Latitude,Longitude
1626727759438.0,37.44422543935592,-122.23280123446656
1626727760438.0,37.4441796446407,-122.23278777056751
1626727761438.0,37.44416969732094,-122.23278528228738
1626727762438.0,37.4441624617538,-122.23279021494929
1626727763438.0,37.444160598341114,-122.23279123489793
1626727764438.0,37.44416452981119,-122.23279116300687
1626727765438.0,37.44416467313295,-122.23279140824877
1626727766438.0,37.44415846926578,-122.23279177039747
1626727767438.0,37.444160782720914,-122.23279590121706
1626727768438.0,37.44415669065401,-122.23281102570128
1626727769438.0,37.44414759132629,-122.23281959872284
1626727770438.0,37.444140614071436,-122.2328226138313
1626727771438.0,37.44413614084255,-122.2328267279217
1626727772438.0,37.44413199786037,-122.2328382794185
1626727773438.0,37.44413600981188,-122.23285667442674
1626727774438.0,37.44412646990981,-122.23288828368314
1626727775438.0,37.44410207326392,-122.23291936569345
1626727776438.0,37.44407790708409,-122.2329491122019
1626727777438.0,37.44405393931584,-122.23296655619953
1626727778438.0,37.444035145793784,-122.23297695325572
1626727779438.0,37.44401540319235,-122.23299275798148
1626727780438.0,37.44398802250292,-122.23300676553573
1626727781438.0,37.44395256753066,-122.23302458154427
1626727782438.0,37.44391868058704,-122.23304665045505
1626727783438.0,37.44389066407939,-122.23306890873009
1626727784438.0,37.443873793963334,-122.23308868673618
1626727785438.0,37.44386389225063,-122.23310868348214
1626727786438.0,37.44385998727571,-122.23313675371467
1626727787438.0,37.44386655043153,-122.23317572005172
1626727788438.0,37.4438858126851,-122.23323150935475
1626727789438.0,37.44391735963094,-122.23330304506219
1626727790438.0,37.44395840190826,-122.23338699690007
1626727791438.0,37.444005357816366,-122.23347968620787
1626727792438.0,37.444056394739555,-122.23357788308942
1626727793438.0,37.44410879279036,-122.23368041829306
1626727794438.0,37.444164458464634,-122.23378279931407
1626727795438.0,37.44421896892686,-122.23388444206462
1626727796438.0,37.4442689427035,-122.23398308041878
1626727797438.0,37.444315595621894,-122.2340711148673
1626727798438.0,37.44435496215835,-122.23414546109686
1626727799438.0,37.444381947191566,-122.23420060871132
1626727800438.0,37.44439832024228,-122.23423696212467
1626727801438.0,37.44440678963312,-122.2342571631655
1626727802438.0,37.44441009373866,-122.23426392347086
1626727803438.0,37.44441025411332,-122.23426402001051
1626727804438.0,37.44441029569818,-122.2342632881222
1626727805438.0,37.444410517066665,-122.23426250724495
1626727806438.0,37.44441043226452,-122.23426195463487
1626727807438.0,37.44441048267732,-122.23426236478193
1626727808438.0,37.4444100612753,-122.2342628845969
1626727809438.0,37.44440997071959,-122.23426318903468
1626727810438.0,37.44441015572519,-122.23426325355486
1626727811438.0,37.44440991876733,-122.2342631260587
1626727812438.0,37.444409863534574,-122.23426319322962
1626727813438.0,37.44440992988719,-122.23426331889121
1626727814438.0,37.444411862331535,-122.23426791902733
1626727815438.0,37.444420739004336,-122.23429168060218
1626727816438.0,37.444434692521895,-122.23434245121456
1626727817438.0,37.44444101582758,-122.23441247302007
1626727818438.0,37.444428911944456,-122.2344932626949
1626727819438.0,37.44439178061916,-122.23457590236978
1626727820438.0,37.44432916635243,-122.23465066362351
1626727821438.0,37.44424662427307,-122.23472073553957
1626727822438.0,37.44414878792573,-122.23479381716643
1626727823438.0,37.44403942568675,-122.2348687988739
1626727824438.0,37.443919956478794,-122.23494563007449
1626727825438.0,37.44379116461803,-122.23502806846497
1626727826438.0,37.44365417388897,-122.23511631616897
1626727827438.0,37.44350987580389,-122.23521096967391
1626727828438.0,37.44335993889698,-122.23530981718939
1626727829438.0,37.44321048401948,-122.23540913575279
1626727830438.0,37.44306463236731,-122.23550651452523
1626727831438.0,37.44292079041401,-122.235602564046
1626727832438.0,37.442777448378045,-122.23569766367122
1626727833438.0,37.44263208813815,-122.23579374884586
1626727834438.0,37.44248753866131,-122.23588941484148
