utcTimeMillis,x_ned,y_ned,z_ned,vx_ned,vy_ned,vz_ned
1626727759438.0,3885884.9719412704,-4386485.706421462,8876672.543250218,-0.08577846099933616,0.001828006523070909,-0.0014916307884691629
1626727760438.0,3885882.9767228565,-4386494.620094015,8876676.098258546,0.08426031632181691,-0.014802475554350866,0.02595512906480389
1626727761438.0,3885886.665492439,-4386499.478171158,8876680.567295205,-0.046520216970962126,0.002255882783428734,0.010292350940469996
1626727762438.0,3885884.8314685747,-4386498.53940806,8876680.492653657,-0.0987638356888199,0.02366782017921194,0.00936206219676606
1626727763438.0,3885887.254258736,-4386501.33838226,8876681.306235295,0.0014515468349968795,-0.047934036242668565,0.03683596363820972
1626727764438.0,3885887.0859732777,-4386492.727948094,8876675.512104487,0.001653500771613806,-0.0026450157403081183,-0.006875686121137459
1626727765438.0,3885881.2367216772,-4386491.529569341,8876674.509593373,0.03507234538911028,-0.02670864034705958,0.10391947554358488
1626727766438.0,3885869.572990094,-4386491.82902637,8876673.089173844,0.6915728863194625,-0.4000836511507171,0.6358858222905447
1626727767438.0,3885880.907232019,-4386493.919709059,8876675.810220744,1.4236387333808582,-0.7533864668216325,0.9123998332429943
1626727768438.0,3885888.8531539743,-4386498.576588971,8876689.585983794,1.215961344221125,-1.1348258326361322,1.4593211042247913
1626727769438.0,3885882.876965656,-4386500.575934932,8876689.137805881,-0.163333922195877,-0.23101929643248126,0.27001900145694296
1626727770438.0,3885870.9567374988,-4386498.037171397,8876682.182404658,0.0631513607086675,-0.047027110578741906,0.021556751073783107
1626727771438.0,3885878.9992825,-4386502.039613475,8876684.471947093,0.1833183162864971,0.2580168526003731,0.06473300276053953
1626727772438.0,3885885.819145907,-4386503.401594943,8876687.959896302,0.2670117792123985,0.640685762097765,0.759098812092106
1626727773438.0,3885881.6055633295,-4386497.739298049,8876686.068186989,1.1029053325362757,1.3222765802537837,1.6727479218870756
1626727774438.0,3885885.467760782,-4386502.142851526,8876693.661257409,-0.15990207716557772,1.6369758569098811,2.8625366093822215
1626727775438.0,3885882.53522513,-4386500.353850668,8876693.55138487,-1.895904680369105,0.9192214766650968,2.956728670686542
1626727776438.0,3885883.8858755394,-4386502.412371814,8876701.313435461,-2.5659732634136576,-0.26199540700880547,2.6309184192597455
1626727777438.0,3885879.266991657,-4386502.046057108,8876699.594735587,-1.5994532104564712,-0.6683232594592959,1.577032890592184
1626727778438.0,3885876.4067974933,-4386498.748221002,8876698.409090096,-1.6769650131739395,-0.431996094164084,1.2596985966404768
1626727779438.0,3885876.9444873324,-4386499.934039728,8876705.063234666,-1.9514205924426145,-0.6078198061742992,1.8430556243228262
1626727780438.0,3885872.5109842783,-4386500.624752599,8876700.195191583,-2.8102708249128727,-0.9309833608601805,2.650267176051536
1626727781438.0,3885870.0606886446,-4386503.354859848,8876704.17501186,-3.241106223174584,-0.9694022410827221,3.0227942013174958
1626727782438.0,3885868.6629183153,-4386505.342621639,8876707.893172221,-2.7950902124627,-0.7153475726649077,3.0101579198877464
1626727783438.0,3885867.383561091,-4386511.060179246,8876714.105837516,-2.1074867539070383,-0.19528193669744154,2.4788421149806075
1626727784438.0,3885866.2419150923,-4386506.427496596,8876714.840610312,-1.2298699519917766,0.1611989001942707,1.5648510501863573
1626727785438.0,3885865.8217722396,-4386506.244523559,8876716.1467644,-0.6380032814072935,0.6555527745495592,2.003202516367727
1626727786438.0,3885864.0258172913,-4386505.782390014,8876718.651772082,-0.20675872416051727,1.8016178835287258,2.2918073691101717
1626727787438.0,3885860.774276964,-4386499.056780662,8876717.536726236,0.974177438651756,3.0205613244577054,3.1672885625098113
1626727788438.0,3885862.674974244,-4386494.317428732,8876720.994557388,2.1346124810196816,4.608617927682369,3.885245900081039
1626727789438.0,3885867.603945384,-4386489.7699170755,8876725.771213206,3.0945964951576332,5.93167914757629,4.888654888406769
1626727790438.0,3885871.2262742533,-4386483.026859625,8876730.335032538,3.816220035049076,6.825336525299839,5.257724651508753
1626727791438.0,3885870.611231119,-4386475.092723721,8876734.47731678,4.18465587047773,7.514500719927821,5.716106689636286
1626727792438.0,3885874.5471883514,-4386463.275809617,8876738.177981287,4.3661228488931245,7.71707003736378,5.887564416927799
1626727793438.0,3885876.2128531523,-4386453.713318207,8876742.791937942,4.525578980629253,7.962845783375906,5.969070154430689
1626727794438.0,3885885.4993003267,-4386452.312472536,8876752.819031857,4.971076419852754,8.146821743513197,5.566913058410479
1626727795438.0,3885891.8000219385,-4386446.162438723,8876759.282281749,4.208204052202756,7.908939704923512,5.867553095979785
1626727796438.0,3885895.287958331,-4386435.836664959,8876767.074373819,4.086487143338826,7.377559329219596,5.322237011310781
1626727797438.0,3885899.8039829046,-4386430.624282282,8876770.236128435,3.9518234395872502,6.222406563357356,4.717215686969426
1626727798438.0,3885902.163626431,-4386422.262458893,8876772.872200472,2.870452547072485,5.115775893067903,3.8676602601023813
1626727799438.0,3885909.4708363744,-4386424.940339071,8876779.674991295,1.7447470804019152,3.171387055726912,2.744472511544691
1626727800438.0,3885910.585301777,-4386418.874048244,8876781.297381412,1.020568093424305,1.9662738851563364,1.6094225301613767
1626727801438.0,3885908.4875362264,-4386418.519443054,8876782.43644055,0.39412735336998317,0.9710272081231734,0.7679541504194957
1626727802438.0,3885909.44940493,-4386416.837995309,8876782.047722844,0.09022529427646134,0.02983419782646112,0.08191437490758138
1626727803438.0,3885905.899531942,-4386416.400009293,8876780.9278861,-0.01867752258780163,0.02990225041590394,-0.053176707954162995
1626727804438.0,3885907.9341947767,-4386416.842484587,8876781.485983968,-0.054463930524359105,0.04265453267633183,-0.07876482481604137
1626727805438.0,3885906.949281711,-4386414.5446181325,8876780.341314964,-0.028264061035187076,0.034478660275596554,-0.056818848106192095
1626727806438.0,3885904.693176343,-4386411.232568723,8876778.676005995,-0.02449738247635965,0.03247795430270748,-0.0442559079125775
1626727807438.0,3885908.18369934,-4386415.859027924,8876781.551869698,0.047198212002098214,-0.05947408866026442,0.1150993358038726
1626727808438.0,3885908.439417088,-4386419.539632303,8876782.744421033,0.019299786076152955,-0.013542553766742835,0.0630956033202599
1626727809438.0,3885910.8562330357,-4386420.855429249,8876784.376608714,-0.0024759465522823957,0.006688076385308067,-0.012211295866384851
1626727810438.0,3885909.703199626,-4386416.885197693,8876782.278756032,0.006998141561715481,-0.010871484009803667,0.013996010316675299
1626727811438.0,3885911.920399415,-4386424.0975404475,8876785.330297347,-0.011624844772851223,-0.008375474291634285,-0.0089355948409808
1626727812438.0,3885907.6702124234,-4386415.73220133,8876781.576711059,0.004168255814155806,0.0016285657000311184,0.0026463894103312523
1626727813438.0,3885910.347298729,-4386418.512516693,8876782.796016412,0.0020724950098100717,-0.02374403107890631,0.03849363502680966
1626727814438.0,3885909.4272516593,-4386416.614094587,8876782.66695892,0.30622788116815897,0.6687811678000953,0.4952144345375144
1626727815438.0,3885910.533348182,-4386416.180713211,8876784.594333535,1.2999778830122586,2.461631732036451,2.5268699261157934
1626727816438.0,3885908.6031471686,-4386408.138140599,8876784.326535188,1.1988724549078598,3.6002129366382314,4.312707621970909
1626727817438.0,3885910.825992528,-4386407.699651583,8876791.904963994,-0.03527984071401821,3.426959544964743,5.923339070614071
1626727818438.0,3885909.0030523557,-4386404.20573088,8876797.983919982,-2.031063418831576,2.4638138446970217,7.224356671485133
1626727819438.0,3885907.5539553612,-4386405.094014478,8876809.042911163,-4.385732882094048,0.5998591333216529,7.958752309793041
1626727820438.0,3885902.222247356,-4386406.149358024,8876815.498936303,-6.411605648874451,-1.3238809435725227,7.878811776487179
