utcTimeMillis,mean_accel_e,mean_accel_n,mean_accel_u,mean_gyro_e,mean_gyro_n,mean_gyro_u
1593045251447,-0.5748655001864407,-0.5786575246101696,9.791247788135594,0.0064193497857142805,0.010798907821428566,0.0015489341678571432
1593045252447,-0.5063293230730769,-0.5555144824038462,9.80871497596154,-0.0005462383442307691,-0.0007576850769230788,-0.00039940020192307657
1593045253447,-0.5277094246153846,-0.5651490475000001,9.810020615384616,-0.00014096478192307673,-0.001274556294230771,-0.00045519864673076917
1593045254447,-0.5274793467307692,-0.549106779423077,9.813017418269231,0.0017826167653846156,0.00036415894730769144,-0.00042583101769230774
1593045255447,-0.9921413435576922,0.5359922743240384,9.875990067307693,-0.0011482754496153845,-0.048917705734615395,0.0017415019601923075
1593045256447,-0.4635809023714286,0.3690530142190476,9.791931657142857,-0.011430335261509434,-0.07326709442641509,0.013205249973584906
1593045257447,0.9439167680769229,0.14346006946442308,9.916006591346154,0.029065169980769225,0.23867094725,-0.005670894457500001
1593045258447,1.4144195245145632,0.2571529346058252,9.883455184466019,0.01631620935294118,0.5143214117647059,-0.0008953104392156859
1593045259447,1.2230457217428572,0.917157528952381,9.918631557142856,0.00023050834150943448,0.47477815094339615,-0.015553554242075475
1593045260447,-0.8454774260769231,1.330984589903846,9.887971447115385,-0.008813233666153846,0.046844348130769244,-0.013221319048653847
1593045261447,-2.172579432692308,0.5629920490626923,9.833339134615384,-0.007330167003846155,-0.1921408289230769,0.0042113219319230765
1593045262447,-2.6817674611538465,0.23139055201346156,9.84980121153846,-0.005676767828076925,-0.2539450657461539,-0.006067357359615387
1593045263447,-1.8656423988461535,0.40600908571153843,9.87215360576923,0.000681329519807693,-0.14046843924807692,-0.01146807011423077
1593045264447,-1.2021747877692308,0.6052920997692308,9.78261825,0.005236252946153847,-0.03753480229807692,0.028248749139038465
1593045265447,-0.6328225826905658,0.2645762059056604,10.005531481132072,0.0021996375576923085,-0.014340226684615385,-0.005353723486538458
1593045266447,-0.27562325821153855,0.5139506938846153,9.847834101923077,-0.003776680916538463,0.01782029397307693,-0.008243501595384615
1593045267447,-0.6081105653269231,0.3911804834942307,9.755066230769232,-0.00846963253653846,-0.002229004376923079,0.005521119564615386
1593045268447,-0.38136760928846153,-0.4619528188384615,9.707485923076923,-0.011106847503846154,0.0038824062115384657,-0.0021379651694230766
1593045269447,-0.553777385576923,-0.7789443036538463,9.768249817307693,0.003882407134615386,0.0012481259673076917,0.006455011369230769
1593045270447,-0.5882662440384615,-0.020764638846153854,9.781260878846153,-0.005967285537169806,-0.0010488143773584983,-0.0005532201275471714
1593045271447,-0.41184159413461546,-0.31111296117307696,9.88500336153846,0.01163252921153846,-0.0006989494480769209,-0.005547550286538461
1593045272447,-0.5461502682692306,-0.27901692936538464,9.822640559615385,-0.009294864326923086,0.007518120269230774,0.007888152467307692
1593045273447,-0.19357705550000004,0.03414373641153846,9.527391484615384,-0.01637834236538461,0.0071892020923076845,-0.0025608596096153837
1593045274447,-0.3984049681857693,-0.15808734642307695,9.857819574999999,0.003949950538461542,0.006501999229423071,0.006725193531923076
1593045275447,-0.4904596124999999,-0.3392286307096154,9.809721559615385,-0.010516557730769243,-0.011142088096153848,-0.006202449305769228
1593045276447,-0.48227793143396214,-0.6844714295471698,9.938035732075472,0.014304985076923071,0.0016974513690384502,-0.0028721567057692307
1593045277447,-0.3996934075576922,-0.8666964661538461,9.976241317307693,0.001723882399999999,-0.0029485115903846192,0.0049396400238461554
1593045278447,-0.5091995615961539,-0.7539576954807692,9.853459605769233,0.0040527364038461505,-0.0042083869442307775,-0.007024743411538461
1593045279447,-0.4375184153846154,-0.8447814371346156,9.800414807692308,0.0004140841846153766,-0.0002026380115384616,0.0025637962632692325
1593045280447,-0.5996436475,-0.9114008342884617,9.756918413461538,-0.002114471886538461,-0.01238727794230769,-0.005333166259615385
1593045281447,-1.207604663596154,-0.9280010430769229,9.800437778846154,-0.004399274228846155,-0.041963444280769244,-0.0056385902423076945
1593045282447,-2.147063653846154,-0.7261066478846154,9.683201034615385,-0.007771014962264149,-0.10679454068113207,-0.006298642026415097
1593045283447,-2.041204265665385,-0.7402449944942309,9.78696676923077,0.0058265431873076945,-0.07312840227692309,0.01905079896076923
1593045284447,-1.6183073725,-0.8420089826923076,9.680290548076924,-0.011006997682692306,-0.061172828307692294,0.01837240595519231
1593045285447,-0.6818739282115385,-1.0801868713461535,9.883577000000002,-0.0004522622811538468,-0.023535240049999996,-0.009203823434038461
1593045286447,-0.3998429664423077,-1.5943331188461538,9.706209028846153,0.000895713961538462,0.0029955004576923097,0.009996750163461538
1593045287447,0.7626546908653846,-1.482583699807692,9.649574971153847,-0.008769182105961539,0.06756616719038462,0.0011805797999999996
1593045288447,1.0706075318867925,-1.7537132554716979,9.81496358490566,0.007045300710384617,0.09622606413846155,-0.0111567727
1593045289447,0.7973391161346155,-2.2972707673076926,9.716263394230769,-0.0037150083999999994,0.07336921700961539,-0.0105694196225
1593045290447,0.2700093314423077,-2.9911088423076917,9.657984375,-0.0023053609115384617,0.041167580898076914,-0.008228817553076922
1593045291447,-0.05324030571153842,-3.296941476923077,9.658939125000002,-0.0012657458692307692,0.01889808625,0.0020616095461538464
1593045292447,0.02313444457692308,-2.321210540769231,9.645076874999999,0.010634027867307695,0.018284302907692312,0.02391114604615385
1593045293447,-1.0553958434615387,-1.1182879667307692,9.708751326923077,-0.01627261787307693,-0.09230841759615385,0.003016058268461539
1593045294447,-2.4948282173076923,-0.5240166583653847,9.828104873076922,0.05061388215981131,-0.3024097318867925,0.008136946471320756
1593045295447,-2.608694361846154,-0.3425302548653846,9.902040759615385,-0.03876824358846154,-0.3687755402884615,0.023332603546730765
1593045296447,-3.15260135,0.1263709512807692,9.50999753076923,-0.03831010778653846,-0.3541651261538462,-0.011283053353846153
1593045297447,-3.0091585180192313,0.6814252744038463,9.716412971153845,-0.01926518283653846,-0.26816194846153846,0.018022930955576923
1593045298447,-2.479274874230769,0.7430634577796155,9.803566980769231,0.0017973002384615402,-0.15164576738653845,0.008930704403846152
1593045299447,-1.3817055271153846,0.8944324971153846,9.862432567307694,-0.0017180079463461559,-0.05321713061230769,0.003656273220961538
1593045300447,-1.226152295471698,0.6207456035471696,9.706564075471698,-0.014810108546153848,-0.03583441480769231,0.003171706703846153
1593045301447,-1.107819362173077,0.03788252914230769,10.02089964423077,0.010678079468461537,-0.025743688431538462,0.010871906290384613
1593045302447,-1.0983631050384615,-0.17532027279615386,9.789152490384614,-0.0029455760105769214,-0.02759091459807692,0.0011159709384615378
1593045303447,-0.4996282681346154,-0.02856431807692309,9.833603673076922,0.0025608596494230765,-0.00013215431730770365,0.012710322025576926
1593045304447,-0.17229473147500002,0.32253638873076934,9.861903384615383,-0.001118907798846155,0.020251936465384614,-0.0038471628403846155
1593045305447,-0.21213293339038466,0.26523518762307696,9.86044251923077,0.00042644040075471646,0.022509144490566044,-0.0033077955433962265
1593045306447,-0.06281159490384615,0.0075926116999999885,9.982948086538462,0.004628343073076925,0.02708285308076923,-0.008211196730000002
1593045307447,-0.15554497066538456,-0.1382085230846154,9.788726884615384,-0.012275679911538464,0.02490670882692308,-0.006040927282692305
1593045308447,-0.224787275673077,-0.25485861851923075,9.804958951923078,0.010863096199999998,0.02357635392307691,-0.004267120223076925
1593045309447,-0.3421506279230769,-0.21946094973076924,9.850364975000002,-0.00975299941076923,0.010910084619230771,-0.00313940232576923
1593045310447,-0.3244460408461538,-0.1501841257884616,9.793224807692308,0.008258184745000003,0.027112220700000005,0.0009720694865384617
1593045311447,-0.2530071441132075,-0.4004704726037735,9.900653650943395,0.0029426388807692297,0.02362921673076923,-0.0046929516788461545
1593045312447,-0.2926030985884615,-1.0116693085192308,9.785873798076922,-0.0014302048859615387,0.016569232087692305,0.012628092353846153
1593045313447,-0.3687017618596154,-2.0229589876923075,9.843106009615383,0.002798737653846155,-0.01337402888461538,0.005988064975576926
1593045314447,-0.4902410406730769,-3.0290028596153844,9.485310086538462,-0.015462071478846151,-0.015796862313461533,-0.009388840276923075
1593045315447,-0.29330483551923076,-3.2412968519230767,9.653417298076922,0.0012363783865384607,-0.005488814653846156,0.006064420873269234
1593045316447,-0.20953304030769232,-3.390031473076923,9.639934663461538,0.0011306548615384634,-0.004343476498076923,-0.003456573151346153
1593045317447,-0.33620308898076917,-3.2403074865384616,9.630708490384617,0.004785930474150944,-0.006163218418113213,0.0007606779339622638
1593045318447,-0.3756846589423076,-2.446925738461539,9.633975653846154,-0.009573856227692308,-0.013788115143461541,-0.0006578356288461547
1593045319447,-0.2797301677307692,-2.808161444230769,9.647481201923075,-0.0002672457200000001,-0.013638339417307695,-0.0011100975392307688
1593045320447,-0.2912390382271845,-2.433506432038835,9.712385781553397,0.01057529328019231,-0.007538677188461538,0.002854536134615385
1593045321447,-0.38678597625961536,-1.6283388115384616,9.752265120192307,0.0036474628742307687,-8.810444230769546e-06,0.0017884902976923077
1593045322447,-0.4008840712980769,-1.4185584490384615,9.75856351923077,0.0023846538242307696,-0.00011453377115384573,-0.0006079104857692306
1593045323447,-0.5012051862857143,-0.5963597740380953,9.810475980952381,0.003488877534615385,-0.0003670957173076921,-0.0005814796030769232
1593045324447,-0.5180173403846153,-0.5335706896153846,9.813264745192308,-0.00014683830211538446,4.698828269230734e-05,-0.0002848662750000001
1593045325447,-0.5101601406730769,-0.5340481017307692,9.813897447115384,-0.0003112971326923075,0.0008839664511538463,-0.0004493251503846154
1593045326447,-0.5136803533653846,-0.5397310564423077,9.811303355769232,-0.00015271185500000012,-0.0005109972225000004,0.00020263682826923064
1593045327447,-0.5146236774038461,-0.5368263099038462,9.81454751923077,0.0004111471426923077,0.00025549862884615413,-0.00021144713634615368
1593045328447,-0.5633544277884616,-0.14633605993942306,9.827535451923078,0.0017620594134615383,-0.00032598098730769216,-0.0004640089867307692
1593045329447,-0.48777120085714293,-0.7843102915238096,9.804095147619048,-0.0013888131058490561,-0.0002564406094339623,-0.0007059319767924529
1593045330447,-0.5183797196153846,-0.5641942185576924,9.809888379807692,0.0007753061748076923,-8.810330769230665e-06,-2.9367664423076933e-05
1593045331447,-0.5294177633653846,-0.4770229989423077,9.815835971153847,-4.992503269230767e-05,0.00010278680730769245,0.0003083603848076923
1593045332447,-0.5204561811538462,-0.5010432565048077,9.812338682692307,0.0007283179226923078,7.048237326923073e-05,-7.929268288461538e-05
1593045333447,-0.5889334736538461,0.027068805772115387,9.846499721153846,0.00112478123,-0.00026430895365384615,2.643090038461538e-05
1593045334447,-0.7408121927619047,0.7307965254504764,9.87169800952381,0.0033479128661538468,-0.014663271009807691,-0.002851599462307693
1593045335447,-0.7726918965384615,1.4283828348076923,9.866338206730772,-0.00803205385,-0.01967633030538462,-0.0010954135526923074
1593045336447,-0.7508584466116507,1.494567480194175,9.973098927184466,0.007245000880769232,0.0031100359423076925,0.0005315546057692313
1593045337447,-0.7356779169961539,2.2518761865384618,9.816716009615384,-0.008851411537884615,0.023787802544230772,0.0007459384469230765
1593045338447,-0.6834269546923076,1.5163478129153847,9.879263015384616,-0.0024727575769230795,0.0030013746057692327,0.005215695617307694
1593045339447,-0.9415642225576923,0.8966642631346153,9.848133232692309,-0.018536862923076932,-0.0182255676423077,-0.004560797007692307
1593045340447,-0.870795554735849,0.49977260777358484,9.952550756603772,0.02077174366673077,-0.006052673701923079,0.002416958373076923
1593045341447,-0.923180893546154,0.1278549561269231,9.822606048076922,-0.00367095733076923,-0.01741208358076923,-0.011450449419230766
1593045342447,-0.8885884983076924,-0.17532027093730768,9.789911663461538,-0.006825043415384615,-0.019200573298076926,0.0027576228930769244
1593045343447,-0.8566765113076922,-0.7609290976346154,9.809928528846154,0.0053679641366037745,-0.027194228554716975,-0.0028611860271698128
1593045344447,-0.49754605167307697,-1.1218656945,9.787070326923075,-0.0027869894038461537,0.02579360897307692,0.011544425243076925
1593045345447,-0.3277016641923077,-1.2434855094230768,9.686030980769232,-0.008126030423076924,0.011885090769230774,0.0011130341761538475
1593045346447,-0.2780160740769231,-1.7272152993076921,9.76721439423077,0.0029250196442307686,0.009870469909615383,-0.004102661724999999
1593045347447,-0.14161368957692308,-2.358287773076923,9.71268558653846,-0.0026900773134615383,0.015835040111538468,0.00365627318576923
1593045348447,1.0102658123076922,-2.0433785175,9.73746514423077,-0.007045300471153847,0.11120356766153845,0.0011923270640384624
1593045349447,1.8180735276288462,-1.2833006986538464,9.81777426923077,0.016710196947307694,0.24321412161538464,-0.015130216396153846
1593045350447,3.436818073076923,-0.6220878736538461,9.951208846153845,0.02621063369615384,0.4595627109615385,-0.004299425011538461
1593045351447,3.4222195538461544,-0.015760418738461537,9.888627201923075,0.007844101276923077,0.4651249442307692,-0.032489438765
1593045352447,1.5587772232075472,0.9186632981132077,10.000158924528302,0.014657397398076923,0.29664563576923075,-0.03958466436346153
1593045353447,-0.5272952891269231,1.2789867109615385,9.948447663461538,0.010587040132692304,0.03336459510769232,0.003183453704038462
1593045354447,-0.772364038423077,1.239815738076923,9.919296721153845,0.00011159735961538408,-0.014396025261538463,0.0007929269423076929
1593045355447,-0.6229046504230771,1.1928911103846151,9.856876307692309,-0.000824068405660376,-0.0015703385264150935,0.0034691515471698105
1593045356447,-0.6689894951153847,1.0224140025769233,9.908575038461539,-0.00012921768461538312,-0.011770556269230766,-0.004869157376923073
1593045357447,-0.6596252718269232,0.4580644846846153,9.864790932692308,0.002593163944230768,0.0005991005884615379,0.00876037186923077
1593045358447,-0.4442021964807692,0.2676970291923077,9.80364746153846,-0.013711758915384613,-0.010965884461538466,-0.013441576473076923
1593045359447,-0.7167884195192309,-0.08064272645499998,9.892377403846154,-0.001274556221153846,-0.008543051978846153,0.002581416942307693
1593045360447,-0.6827597256346155,-0.4279816381673077,9.753041548076922,0.0005785428007692313,-0.017030302336538464,0.0023846537575000003
1593045361447,-0.7846732609615383,-0.23047023201923078,9.838297375,0.0006725191584615408,-0.017817356753846145,0.0021203451717307694
1593045362447,-0.5032405094038462,-0.5352445224038462,9.762037673076925,-0.009145088109615384,-0.013453323995961535,0.0032069480294230767
