utcTimeMillis,mean_accel_x,mean_accel_y,mean_accel_z,mean_gyro_x,mean_gyro_y,mean_gyro_z,mean_mag_x,mean_mag_y,mean_mag_z,mean_bias_mag_x,mean_bias_mag_y,mean_bias_mag_z
1593045251447,-0.5748655001864407,9.791247788135594,0.5786575246101696,0.0064193497857142805,-0.010798907821428566,0.0015489341678571432,-0.6877232075,-56.01361539285714,-7.553571321428572,31.420649,-34.034336,-32.969463
1593045252447,-0.5063293230730769,9.80871497596154,0.5555144824038462,-0.0005462383442307691,0.0007576850769230788,-0.00039940020192307657,-1.024999983939394,-56.02537762626264,-7.599621076767677,31.42064900000001,-34.034336,-32.969463000000005
1593045253447,-0.5277094246153846,9.810020615384616,0.5651490475000001,-0.00014096478192307673,0.001274556294230771,-0.00045519864673076917,-1.2279336531836735,-56.25038178571428,-7.385969239795918,31.420649000000008,-34.034336,-32.969463000000005
1593045254447,-0.5274793467307692,9.813017418269231,0.549106779423077,0.0017826167653846156,-0.00036415894730769144,-0.00042583101769230774,-1.359469673737374,-56.07158996969697,-7.169696811111111,31.42064900000001,-34.034336,-32.969463000000005
1593045255447,-0.9921413435576922,9.875990067307693,-0.5359922743240384,-0.0011482754496153845,0.048917705734615395,0.0017415019601923075,-1.5204545266666665,-56.460983777777784,-6.720833165656566,31.42064900000001,-34.034336,-32.969463000000005
1593045256447,-0.4635809023714286,9.791931657142857,-0.3690530142190476,-0.011430335261509434,0.07326709442641509,0.013205249973584906,-2.360204055102041,-55.897192744897964,-5.300892796938777,31.420649000000008,-34.034336,-32.969463000000005
1593045257447,0.9439167680769229,9.916006591346154,-0.14346006946442308,0.029065169980769225,-0.23867094725,-0.005670894457500001,-2.252651485050505,-55.736362868686875,-5.801515054545455,31.42064900000001,-34.034336,-32.969463000000005
1593045258447,1.4144195245145632,9.883455184466019,-0.2571529346058252,0.01631620935294118,-0.5143214117647059,-0.0008953104392156859,0.8174242262626262,-55.83295352525253,-14.290908929292929,31.42064900000001,-34.034336,-32.969463000000005
1593045259447,1.2230457217428572,9.918631557142856,-0.917157528952381,0.00023050834150943448,-0.47477815094339615,-0.015553554242075475,0.12627550779591837,-56.75739714285715,-27.894259734693875,31.420649000000008,-34.034336,-32.969463000000005
1593045260447,-0.8454774260769231,9.887971447115385,-1.330984589903846,-0.008813233666153846,-0.046844348130769244,-0.013221319048653847,-1.9428030046464644,-56.95113513131313,-34.63143888888889,31.42064900000001,-34.034336,-32.969463000000005
1593045261447,-2.172579432692308,9.833339134615384,-0.5629920490626923,-0.007330167003846155,0.1921408289230769,0.0042113219319230765,-0.30871211046464636,-56.171589969696974,-32.40681767676768,31.42064900000001,-34.034336,-32.969463000000005
1593045262447,-2.6817674611538465,9.84980121153846,-0.23139055201346156,-0.005676767828076925,0.2539450657461539,-0.006067357359615387,1.9653060975510206,-55.60982045918368,-26.823213795918367,31.420649000000008,-34.034336,-32.969463000000005
1593045263447,-1.8656423988461535,9.87215360576923,-0.40600908571153843,0.000681329519807693,0.14046843924807692,-0.01146807011423077,3.3034090515151515,-55.748862636363626,-21.857575565656568,31.42064900000001,-34.034336,-32.969463000000005
1593045264447,-1.2021747877692308,9.78261825,-0.6052920997692308,0.005236252946153847,0.03753480229807692,0.028248749139038465,3.0045918061224497,-55.58609592857143,-19.471300836734695,31.420649000000008,-34.034336,-32.969463000000005
1593045265447,-0.6328225826905658,10.005531481132072,-0.2645762059056604,0.0021996375576923085,0.014340226684615385,-0.005353723486538458,2.43787875959596,-55.7636353030303,-19.385605848484847,31.42064900000001,-34.034336,-32.969463000000005
1593045266447,-0.27562325821153855,9.847834101923077,-0.5139506938846153,-0.003776680916538463,-0.01782029397307693,-0.008243501595384615,2.41515148989899,-56.03030201010101,-19.72803011111111,31.42064900000001,-34.034336,-32.969463000000005
1593045267447,-0.6081105653269231,9.755066230769232,-0.3911804834942307,-0.00846963253653846,0.002229004376923079,0.005521119564615386,2.794515277551021,-55.99132528571429,-19.90561201020408,31.420649000000008,-34.034336,-32.969463000000005
1593045268447,-0.38136760928846153,9.707485923076923,0.4619528188384615,-0.011106847503846154,-0.0038824062115384657,-0.0021379651694230766,2.6454545202020205,-55.85984743434344,-20.739772555555554,31.42064900000001,-34.034336,-32.969463000000005
1593045269447,-0.553777385576923,9.768249817307693,0.7789443036538463,0.003882407134615386,-0.0012481259673076917,0.006455011369230769,2.5571969353535358,-55.917801787878794,-21.143939232323238,31.42064900000001,-34.034336,-32.969463000000005
1593045270447,-0.5882662440384615,9.781260878846153,0.020764638846153854,-0.005967285537169806,0.0010488143773584983,-0.0005532201275471714,2.1022958918367345,-55.93201415306123,-20.797959000000002,31.420649000000008,-34.034336,-32.969463000000005
1593045271447,-0.41184159413461546,9.88500336153846,0.31111296117307696,0.01163252921153846,0.0006989494480769209,-0.005547550286538461,2.2878787515151515,-55.686362757575765,-20.60340893939394,31.42064900000001,-34.034336,-32.969463000000005
1593045272447,-0.5461502682692306,9.822640559615385,0.27901692936538464,-0.009294864326923086,-0.007518120269230774,0.007888152467307692,2.0621211804040405,-55.875756555555554,-20.806060454545452,31.42064900000001,-34.034336,-32.969463000000005
1593045273447,-0.19357705550000004,9.527391484615384,-0.03414373641153846,-0.01637834236538461,-0.0071892020923076845,-0.0025608596096153837,1.5477272507070707,-56.072347434343435,-21.401514939393945,31.42064900000001,-34.034336,-32.969463000000005
1593045274447,-0.3984049681857693,9.857819574999999,0.15808734642307695,0.003949950538461542,-0.006501999229423071,0.006725193531923076,1.547066301734694,-56.03188685714286,-21.94630080612245,31.420649000000008,-34.034336,-32.969463000000005
1593045275447,-0.4904596124999999,9.809721559615385,0.3392286307096154,-0.010516557730769243,0.011142088096153848,-0.006202449305769228,1.7973484545454546,-56.15643860606062,-21.970075515151514,31.42064900000001,-34.034336,-32.969463000000005
1593045276447,-0.48227793143396214,9.938035732075472,0.6844714295471698,0.014304985076923071,-0.0016974513690384502,-0.0028721567057692307,2.495075730303031,-54.973483727272736,-21.000757373737372,31.42064900000001,-34.034336,-32.969463000000005
1593045277447,-0.3996934075576922,9.976241317307693,0.8666964661538461,0.001723882399999999,0.0029485115903846192,0.0049396400238461554,2.396556091836735,-55.330866489795916,-20.618112040816328,31.420649000000008,-34.034336,-32.969463000000005
1593045278447,-0.5091995615961539,9.853459605769233,0.7539576954807692,0.0040527364038461505,0.0042083869442307775,-0.007024743411538461,2.2333333060606066,-55.514771919191915,-20.04999982828283,31.42064900000001,-34.034336,-32.969463000000005
1593045279447,-0.4375184153846154,9.800414807692308,0.8447814371346156,0.0004140841846153766,0.0002026380115384616,0.0025637962632692325,2.406439370707071,-55.620453797979806,-20.13181796969697,31.42064900000001,-34.034336,-32.969463000000005
1593045280447,-0.5996436475,9.756918413461538,0.9114008342884617,-0.002114471886538461,0.01238727794230769,-0.005333166259615385,2.5385203846938778,-55.68711631632653,-20.24158139795918,31.420649000000008,-34.034336,-32.969463000000005
