utcTimeMillis,accel_ecef_x,accel_ecef_y,accel_ecef_z,gyro_ecef_x,gyro_ecef_y,gyro_ecef_z
1593045251447.0,0.20309184011415204,9.818055056483917,-0.31368253871133034,0.005564313109767788,-0.011088916972804083,0.002509581409346509
1593045252447.0,0.9893459624582644,9.706824411405004,-1.2548344974281145,-0.00043631296943611396,0.0007468779526220585,-0.0005327174132546871
1593045253447.0,1.6102283433411537,9.464646739743365,-2.1591669530528,0.00011375230647681912,0.001102222173772604,-0.0007897704206327011
1593045254447.0,2.1668521081955148,9.098434011566027,-3.0656669822533527,0.001584542613422186,-0.000968679682161886,-0.00020627822565464726
1593045255447.0,2.111112215223458,8.359994885874748,-4.94575602877599,0.014424936883952456,0.04213405871330823,-0.020345407151527842
1593045256447.0,2.9644565831586194,7.576191553116335,-5.481455251624365,0.016696644889592882,0.0678187727595682,-0.028194581528397707
1593045257447.0,4.588817829925482,6.567491848736192,-5.920265882268258,-0.06461047949168404,-0.18379405328135476,0.14101771565812782
1593045258447.0,5.053797564975388,5.548831607215233,-6.589309111998823,-0.18456199303283646,-0.3349737501931326,0.34427168381580237
1593045259447.0,4.661038216399992,4.459678706603034,-7.6877993805684035,-0.18250658899037708,-0.27993783646482806,0.33761281297867773
1593045260447.0,2.5743002764600362,4.20127786659036,-8.716683645162991,-0.027605206996755123,-0.030590564750483624,0.02736858074051327
1593045261447.0,1.3873737518146942,4.523958598276462,-8.90733476685815,0.06175059077103876,0.09072759209118057,-0.15793965079336386
1593045262447.0,0.8981690672930138,4.2281535595367545,-9.250946546901234,0.08241791764748534,0.09462680310071665,-0.22093028294172828
1593045263447.0,1.6297310858005918,3.1443723117984805,-9.410726917020037,0.04850033700120556,0.03508468155885947,-0.12759367420657286
1593045264447.0,2.2159902806926883,2.0713625645410914,-9.397343601982287,0.017954113582632665,0.0363217275140398,-0.024344475189453464
1593045265447.0,2.8193506720033668,1.6091525672029046,-9.48909979995774,0.007028577929285851,-0.002739496265751629,-0.013499522747992421
1593045266447.0,2.796223343105634,0.5494657292381062,-9.444531350102805,-0.009934765474446666,-0.009485994391124358,0.014529207134755646
1593045267447.0,2.1573645814592513,1.435731570134502,-9.432316296552374,-0.0072057951989924,0.006684335254926306,-0.003253010115729272
1593045268447.0,1.991035777389013,2.907989300998697,-9.06495997594131,-0.011778996122300581,-0.001982230746087979,0.0005762344582212786
1593045269447.0,1.6466804363297565,2.5920986099076972,-9.322102576748788,0.003320636599469543,0.0060492439787639745,0.0032677354889476674
1593045270447.0,1.3889161452478214,1.8774715750156201,-9.51659419911483,-0.005660732951884218,0.0003785551454847367,-0.002197125221527441
1593045271447.0,1.0799306424170605,2.5162213417370416,-9.512206694445387,0.011653292768996522,-0.005544918040008196,-0.00018501875466701042
1593045272447.0,0.6857531632515913,1.7487405442192043,-9.660851268594223,-0.009539012842406637,0.007532246116834683,0.0075770764159961024
1593045273447.0,0.5695422853335609,2.0217716756254394,-9.295046382301146,-0.017082688825418996,-0.0020123337047412817,0.005533984356376365
1593045274447.0,-0.007754424807709023,1.8356921525057264,-9.694869730489016,0.0037495495241436296,0.005461881497254892,0.007695132237555601
1593045275447.0,-0.3736652689659378,2.5634191009645044,-9.480270067468997,-0.010960815895105962,-0.0025454344433481772,-0.012107673989908207
1593045276447.0,-0.7800221157675837,2.6553547867325857,-9.581560614456981,0.014398492562692546,-0.0028120040662329465,0.0007343489615379174
1593045277447.0,-0.8288541457043855,3.2176040817344544,-9.45496341526503,0.0020197056191516268,0.005344802268275605,-0.0018491653841253188
1593045278447.0,-1.221338664273597,2.499755122264284,-9.496207600852783,0.0037948402906695746,-0.0060701063633339086,-0.005677605915833453
1593045279447.0,-1.3000336140527817,3.18830738275368,-9.224847807881373,0.0006124012047854786,0.002507603918447929,0.0003499521507059971
1593045280447.0,-1.737061426123607,2.6826142829524655,-9.282988695589717,-0.0034215375416010337,-0.003021408920560845,-0.01286555391414652
1593045281447.0,-2.7865550106700487,3.3846605215479504,-8.896474579456202,-0.011304779580208688,0.005231182217852373,-0.040705216628989696
1593045282447.0,-3.7414651837292148,2.2621581110074236,-8.932277113608338,-0.024549851248960475,0.012619429760170822,-0.10364936218036579
1593045283447.0,-3.6393322168777584,1.381033585201458,-9.238355010488227,-0.008223377547695102,0.026600512553122912,-0.07049420940582209
1593045284447.0,-3.267811246289258,2.1713537256945314,-9.035627019224938,-0.021564559158183255,0.02659907676223284,-0.055029747641086146
1593045285447.0,-2.569236766135452,3.287689476094325,-9.050246979737555,-0.005142711848360126,-0.003594592689130931,-0.024483746637943525
1593045286447.0,-2.3131499873128347,2.9540159695867176,-9.101395112340686,0.0011302662767673631,0.00949422024088067,0.004276987314085855
1593045287447.0,-1.013088840224002,3.320862581490456,-9.15639210852306,0.004679384050864738,-0.011783806686289302,0.06695315180897284
1593045288447.0,-0.6121224748334906,4.31473713053112,-9.031255195873596,0.023930860641981837,-0.038275949052278414,0.0859990168074028
1593045289447.0,-1.100803549333415,4.519134397378336,-8.870435887526641,0.01085462952839155,-0.027520953343978416,0.06806856887001896
1593045290447.0,-1.5367973699297806,5.946482285563047,-8.035788797909207,0.0056969585575291646,-0.021078010669683785,0.03593132301567079
1593045291447.0,-2.2284310400588496,6.06367192932199,-7.901502419547724,0.002511726107927889,-0.003994664791632239,0.01845870785293362
1593045292447.0,-1.8826720404080621,4.843174969946016,-8.450755214802875,0.014877571114931716,0.018349429092578952,0.021473181330207754
1593045293447.0,-3.0907021191417536,2.8274173537956453,-8.892555999775835,-0.03517778978252609,0.018927187128069466,-0.08484705859641391
1593045294447.0,-4.47883644787036,1.1742264768916832,-9.036128758628443,-0.013006350471049644,0.045430505191687655,-0.30306191603442756
1593045295447.0,-4.547216006071506,0.7801979039000289,-9.148067680061597,-0.11250932048149723,0.04215398652974599,-0.35157855514620284
1593045296447.0,-4.999439375279613,-0.27990817040685406,-8.678834903005676,-0.10879680855703212,-0.018456806591261855,-0.3388960149860558
1593045297447.0,-5.096674585707117,-0.7610675923350557,-8.79617761897037,-0.074447062580616,0.006938338287480123,-0.2588750630083359
1593045298447.0,-4.813891335085536,-0.4235771098469673,-8.913804204530758,-0.03287981386173116,0.007402946154244503,-0.14813352343140776
1593045299447.0,-4.057969843609603,-0.8203766077839307,-9.101459156091657,-0.014424870303804562,0.0022137851799413203,-0.051336197245928965
1593045300447.0,-3.8058320842972004,-0.33077407919829666,-9.02842131061217,-0.022753933417536884,0.0061400522493365965,-0.030952586250256254
1593045301447.0,-3.6910603148043104,0.8917942265329439,-9.339588069875637,0.0060350450426845306,0.00920586573206456,-0.02781703594989544
1593045302447.0,-3.6756284681305194,0.8064484870160674,-9.105165643228261,-0.01011154564751235,0.002861050791424812,-0.025705085304567873
1593045303447.0,-3.1939568195668895,0.6943885432007678,-9.287985245011537,0.005909821174645797,0.011477125054218343,-0.001215469898859282
1593045304447.0,-3.15936187579942,-0.03361255809423396,-9.349232925631997,0.004287880002003742,-0.004094265063443205,0.019774848314447674
1593045305447.0,-3.2693298330347194,0.29932776187656346,-9.304061591317819,0.0062473963630796546,-0.004398271089377148,0.0214338563626897
1593045306447.0,-3.109000993377785,0.6103376636871358,-9.467040519728942,0.010860560286311601,-0.01059596915822249,0.02433310317655314
1593045307447.0,-3.193384480864176,0.8897944055046548,-9.212656040939171,-0.005010643621949614,-0.003673877813544212,0.027729502999862998
1593045308447.0,-3.280803603091742,0.9366208269050003,-9.198465710551005,0.01662242468365383,-0.007950093789538959,0.018776332036066514
1593045309447.0,-3.6762781135264126,0.97145076228432,-9.095943213862736,-0.005807606214521871,-0.001262911479150533,0.013736213289009475
1593045310447.0,-3.7298307950880663,0.7731987089112536,-9.029152708621686,0.017333458157694673,-0.0018915025667175377,0.022364894186878394
