MessageType,utcTimeMillis,TimeNanos,LeapSecond,TimeUncertaintyNanos,FullBiasNanos,BiasNanos,BiasUncertaintyNanos,DriftNanosPerSecond,DriftUncertaintyNanosPerSecond,HardwareClockDiscontinuityCount,Svid,TimeOffsetNanos,State,ReceivedSvTimeNanos,ReceivedSvTimeUncertaintyNanos,Cn0DbHz,PseudorangeRateMetersPerSecond,PseudorangeRateUncertaintyMetersPerSecond,AccumulatedDeltaRangeState,AccumulatedDeltaRangeMeters,AccumulatedDeltaRangeUncertaintyMeters,CarrierFrequencyHz,CarrierCycles,CarrierPhase,CarrierPhaseUncertainty,MultipathIndicator,SnrInDb,ConstellationType,AgcDb,BasebandCn0DbHz,FullInterSignalBiasNanos,FullInterSignalBiasUncertaintyNanos,SatelliteInterSignalBiasNanos,SatelliteInterSignalBiasUncertaintyNanos,CodeType,ChipsetElapsedRealtimeNanos,ArrivalTimeNanosSinceGpsEpoch,RawPseudorangeMeters,RawPseudorangeUncertaintyMeters,SignalType,ReceivedSvTimeNanosSinceGpsEpoch,SvPositionXEcefMeters,SvPositionYEcefMeters,SvPositionZEcefMeters,SvElevationDegrees,SvAzimuthDegrees,SvVelocityXEcefMetersPerSecond,SvVelocityYEcefMetersPerSecond,SvVelocityZEcefMetersPerSecond,SvClockBiasMeters,SvClockDriftMetersPerSecond,IsrbMeters,IonosphericDelayMeters,TroposphericDelayMeters,WlsPositionXEcefMeters,WlsPositionYEcefMeters,WlsPositionZEcefMeters
Raw,1694115207448,7822260000000,18,,-1378142603188744640,0.3053092956542969,27.277954359306023,5.346386431533154,10.51000030417065,7,2,0.0,16399,416025370561064,7,41.0,-537.649658203125,0.0357000008225441,25,-38339.62506837313,0.0010085564157135064,1575420000,,,,0,,1,,,,,,,,7849599471437,1378150425448744640,23438846.33283311,2.098547206,GPS_L1_CA,1378150425370561064,-15057958.491509398,3105022.94767808,22152033.376219258,29.393988124141767,314.7208527038015,-232.8307306700035,-2681.7907314678014,239.7279678576155,-166870.57021915412,0.0028029429086018354,0.0,7.844793561572036,5.076304570143381,-2684525.890153379,-4281405.780959981,3878490.900613035
Raw,1694115207448,7822260000000,18,,-1378142603188744640,0.3053092956542969,27.277954359306023,5.346386431533154,10.51000030417065,7,8,0.0,16399,416025373634736,11,37.0,176.60498046875,0.04270000010728836,25,12248.52754590651,0.001655554942969963,1575420000,,,,0,,1,,,,,,,,7849599471437,1378150425448744640,22517382.648867335,3.2977170380000005,GPS_L1_CA,1378150425373634736,-23781609.184406083,-3667723.504699436,11602714.518516904,35.90331530294323,268.6708579762565,-1185.5836025051062,-898.5599284993879,-2657.2994440593125,-42304.341388724046,-0.00000657774944556877,0.0,7.4218589622759925,4.253543839813952,-2684525.890153379,-4281405.780959981,3878490.900613035
Raw,1694115207448,7822260000000,18,,-1378142603188744640,0.3053092956542969,27.277954359306023,5.346386431533154,10.51000030417065,7,10,0.0,16399,416025378169550,9,38.9,186.22288513183594,0.04880000278353691,25,13210.393154477952,0.0013320557236479321,1575420000,,,,0,,1,,,,,,,,7849599471437,1378150425448744640,21157879.613234524,2.6981321220000005,GPS_L1_CA,1378150425378169550,-136174.32936156634,-16250336.419642882,21119181.58478899,55.83841634198166,45.84270223288663,2331.5599741729807,-1245.449574281002,-982.7353776133832,-15721.266132739918,-0.00011404036922613159,0.0,5.419286433898761,3.0186046814445495,-2684525.890153379,-4281405.780959981,3878490.900613035
Raw,1694115207448,7822260000000,18,,-1378142603188744640,0.3053092956542969,27.277954359306023,5.346386431533154,10.51000030417065,7,18,0.0,16399,416025366280071,10,38.0,662.0377807617188,0.03140000253915787,25,47096.568478599176,0.0015223494237726067,1575420000,,,,0,,1,,,,,,,,7849599471437,1378150425448744640,24722255.746983904,2.9979245800000003,GPS_L1_CA,1378150425366280071,5095926.496374935,-25102103.4137134,-6661736.439254396,9.933281215262305,133.2381202347781,222.90510986575276,854.5771208440336,-3065.09412599488,-122793.26528089878,-0.004173624387476593,0.0,14.686739144501752,14.071806667746117,-2684525.890153379,-4281405.780959981,3878490.900613035
Raw,1694115207448,7822260000000,18,,-1378142603188744640,0.3053092956542969,27.277954359306023,5.346386431533154,10.51000030417065,7,21,0.0,16399,416025373473745,9,38.8,-425.8373718261719,0.04130000248551369,25,-30424.50795909444,0.0013320557236479321,1575420000,,,,0,,1,,,,,,,,7849599471437,1378150425448744640,22565646.536473215,2.6981321220000005,GPS_L1_CA,1378150425373473745,-15506790.120725034,-491413.90952566173,22111821.355930064,38.24811920446128,313.51670423619163,-247.98577098297392,-2668.8228112305114,-149.58607940354187,44766.22301626283,0.0014733648495166562,0.0,6.7878291726237965,4.030322661340916,-2684525.890153379,-4281405.780959981,3878490.900613035
Raw,1694115207448,7822260000000,18,,-1378142603188744640,0.3053092956542969,27.277954359306023,5.346386431533154,10.51000030417065,7,23,0.0,16399,416025371177906,14,34.1,453.1026916503906,0.042500000447034836,21,32019.408742739084,0.002397700231676362,1575420000,,,,0,,1,,,,,,,,7849599471437,1378150425448744640,23253921.753455475,4.197094412,GPS_L1_CA,1378150425371177906,12573352.433741342,-18716870.832196783,13901971.239457026,23.80147424521958,75.28279432643245,1610.99855296145,-755.1198832090613,-2491.2384722235524,19572.92461492013,0.0012640024106076453,0.0,9.288535637835167,6.16243113012835,-2684525.890153379,-4281405.780959981,3878490.900613035
Raw,1694115207448,7822260000000,18,,-1378142603188744640,0.3053092956542969,27.277954359306023,5.346386431533154,10.51000030417065,7,24,0.0,16399,416025366999802,31,27.4,449.78765869140625,0.6754999756813049,16,0.0,0.0,1575420000,,,,0,,1,,,,,,,,7849599471437,1378150425448744640,24506485.821395107,9.293566198,GPS_L1_CA,1378150425366999802,14880833.541385353,-5954132.0964262765,20749699.578841265,9.556375496067199,40.92622009253187,324.9891208194186,2720.708800985548,579.8558536060368,-93813.7766067707,-0.00457266163721215,0.0,10.479523225864686,14.587825674069284,-2684525.890153379,-4281405.780959981,3878490.900613035
Raw,1694115207448,7822260000000,18,,-1378142603188744640,0.3053092956542969,27.277954359306023,5.346386431533154,10.51000030417065,7,27,0.0,16399,416025372871505,16,33.1,537.3060302734375,0.048900000751018524,25,37873.41957552277,0.00281634630106073,1575420000,,,,0,,1,,,,,,,,7849599471437,1378150425448744640,22746193.546379134,4.796679328000001,GPS_L1_CA,1378150425372871505,-23325673.734005213,-13153983.69085908,396865.14750199416,33.34261888272236,222.2663569651864,45.820833265253775,-239.65692171566434,-3159.731594929661,-10686.664751348995,-0.0010813135231728666,0.0,8.220568629926676,4.5364442525572155,-2684525.890153379,-4281405.780959981,3878490.900613035
Raw,1694115207448,7822260000000,18,,-1378142603188744640,0.3053092956542969,27.277954359306023,5.346386431533154,10.51000030417065,7,28,0.0,16399,416025369811401,31,26.8,-635.8567504882812,0.7400000095367432,16,0.0,0.0,1575420000,,,,0,,1,,,,,,,,7849599471437,1378150425448744640,23663589.646274764,9.293566198,GPS_L1_CA,1378150425369811401,-5934085.268581013,-24804317.95753295,-7440525.130624779,20.287666738185777,158.45773120670597,233.72467058097502,-949.2427860178396,2986.4567008794193,-2022.6099006608267,-0.001441883526467791,0.0,11.431989922579138,7.158479464553546,-2684525.890153379,-4281405.780959981,3878490.900613035
Raw,1694115207448,7822260000000,18,,-1378142603188744640,0.3053092956542969,27.277954359306023,5.346386431533154,10.51000030417065,7,32,0.0,16399,416025380168543,6,41.7,-59.213905334472656,0.0203000009059906,25,-4440.683010947797,0.0009324389888310735,1575420000,,,,0,,1,,,,,,,,7849599471437,1378150425448744640,20558596.58823973,1.7987547480000003,GPS_L1_CA,1378150425380168543,-12090013.979413398,-18765903.427518718,14722308.877373341,84.38242862933363,187.8898183009001,1684.1028778429309,742.3808714529744,2338.14296478571,-166132.37973420866,-0.0011945355217903852,0.0,4.784918843646838,2.511269507824101,-2684525.890153379,-4281405.780959981,3878490.900613035
