,TroposphericDelayMeters1,TroposphericDelayMeters,dif
0,3.3788060611582824,3.330762970094968,0.0480430910633145
1,9.856061061974817,9.598289325279117,0.25777173669569997
2,4.175132655336091,4.111997274080895,0.06313538125519536
3,5.63600903340786,5.539522123999427,0.09648690940843352
4,2.8704052717782336,2.830937513847072,0.03946775793116153
5,2.5910802872285776,2.556258301106831,0.03482198612174647
6,2.949861955772437,2.9090756752817755,0.040786280490661575
7,6.843083914235556,6.711868305676855,0.1312156085587004
8,5.734757856280234,5.635895358978835,0.09886249730139962
9,46.298913443688235,36.08127767686372,10.217635766824515
10,3.380492679952303,3.3304420392064684,0.05005064074583476
11,9.864573084775223,9.600783847155498,0.2637892376197257
12,4.177950249639704,4.112318493479681,0.06563175616002237
13,5.639588417061999,5.539738744412603,0.0998496726493956
14,2.872202363724834,2.831021898943323,0.04118046478151083
15,2.5926069594811287,2.5562408746692777,0.036366084811850996
16,2.951463670291762,2.9089220149722417,0.042541655319520366
17,6.848540749066182,6.713204369842644,0.13533637922353847
18,5.7396556399012715,5.637333590434487,0.10232204946678447
19,46.23232584647625,36.03536267251207,10.196963173964178
20,3.377665373577115,3.3301206587228447,0.047544714854270254
21,9.859901351330773,9.603309044445783,0.2565923068849898
22,4.175184102962675,4.112642970538114,0.06254113242456061
23,5.635642280918419,5.5399607307219325,0.0956815501964865
24,2.870161161561997,2.831107419283514,0.03905374227848313
25,2.590669888322215,2.556223813020783,0.03444607530143218
26,2.9491225815460496,2.90877004579513,0.04035253575091957
27,6.844863514398797,6.714539725394249,0.13032378900454766
28,5.7368875930858065,5.638766806919217,0.09812078616658937
29,46.104888578421715,35.98931495827043,10.115573620151288
30,3.376736248159558,3.3297999906026723,0.046936257556885685
31,9.860801363795701,9.605817767792267,0.25498359600343434
32,4.174768858442314,4.112965395946206,0.06180346249610835
33,5.634866908116169,5.540181296170297,0.09468561194587188
34,2.8697356617684666,2.831192235899699,0.03854342586876758
35,2.590190469577559,2.55620668093823,0.03398378863932905
36,2.948442221658139,2.908617341524843,0.03982488013329588
37,6.845024181370181,6.7158779494115945,0.1291462319585861
38,6.051606540020483,5.945636968164008,0.10596957185647504
39,5.737333272071211,5.640203178192905,0.09713009387830596
40,46.002841759116684,35.94346743985298,10.059374319263704
41,3.379345613361786,3.329479353112785,0.049866260249001204
42,9.87204756228455,9.608325782607489,0.263721779677061
43,4.178730778074332,4.1132875143717404,0.06544326370259146
44,5.6399978436237035,5.540402026341094,0.09959581728260947
45,2.8723192276807037,2.8312770133387906,0.04104221434191313
46,2.5924267275253556,2.5561896256535785,0.03623710187177709
47,2.950853522002973,2.9084647375062445,0.04238878449672834
