MessageType,utcTimeMillis,TimeNanos,LeapSecond,TimeUncertaintyNanos,FullBiasNanos,BiasNanos,BiasUncertaintyNanos,DriftNanosPerSecond,DriftUncertaintyNanosPerSecond,HardwareClockDiscontinuityCount,Svid,TimeOffsetNanos,State,ReceivedSvTimeNanos,ReceivedSvTimeUncertaintyNanos,Cn0DbHz,PseudorangeRateMetersPerSecond,PseudorangeRateUncertaintyMetersPerSecond,AccumulatedDeltaRangeState,AccumulatedDeltaRangeMeters,AccumulatedDeltaRangeUncertaintyMeters,CarrierFrequencyHz,CarrierCycles,CarrierPhase,CarrierPhaseUncertainty,MultipathIndicator,SnrInDb,ConstellationType,AgcDb,BasebandCn0DbHz,FullInterSignalBiasNanos,FullInterSignalBiasUncertaintyNanos,SatelliteInterSignalBiasNanos,SatelliteInterSignalBiasUncertaintyNanos,CodeType,ChipsetElapsedRealtimeNanos,ArrivalTimeNanosSinceGpsEpoch,RawPseudorangeMeters,RawPseudorangeUncertaintyMeters,SignalType,ReceivedSvTimeNanosSinceGpsEpoch,SvPositionXEcefMeters,SvPositionYEcefMeters,SvPositionZEcefMeters,SvElevationDegrees,SvAzimuthDegrees,SvVelocityXEcefMetersPerSecond,SvVelocityYEcefMetersPerSecond,SvVelocityZEcefMetersPerSecond,SvClockBiasMeters,SvClockDriftMetersPerSecond,IsrbMeters,IonosphericDelayMeters,TroposphericDelayMeters,WlsPositionXEcefMeters,WlsPositionYEcefMeters,WlsPositionZEcefMeters,Constellation,SvName,GpsWeekNum,UnixTime,Epoch
Raw,1597354929434,13999584000000,18,,-1281376147850481381,-0.207,23.15359961357899,0.7551322088550145,10.891983834265286,1,08,0.0,16399,423747351055949,53,22.7,-644.8291625976562,1.006999969482422,16,0.0,0.0,1575420000,,,,0,,1,,,,,,,,,1281390147434481381.207,25010315.381048894806,15.889000274,GPS_L1_CA,1281390147351055949,-10634391.246425154,11793617.274147257,21257899.02188347,7.11665228563378,321.9931340883681,-1192.3083574614488,-2422.2730024664156,772.967354016767,-13297.62432459959,-0.0003749070217515809,0.0,5.180610618053032,19.083625314263543,-2692617.1661809613,-4297411.2034747,3855141.512223809,G,G08,2118,2020-08-13 21:42:09.434000+00:00,0
Raw,1597354929434,13999584000000,18,,-1281376147850481381,-0.207,23.15359961357899,0.7551322088550145,10.891983834265286,1,10,0.0,16399,423747364003394,10,37.5,-235.3685760498047,0.0434000007808208,25,-27461.86090154452,0.0015223494237726,1575420000,,,,0,,1,,,,,,,,,1281390147434481381.207,21128769.019679084806,2.997924580,GPS_L1_CA,1281390147364003394,-19613964.053690888,-11711405.819831798,13841824.352744732,60.03385408394004,262.61684687533653,1741.998796681493,0.6386078325802913,2460.6094427134135,-127945.27567077441,-0.003067421087069291,0.0,2.6887639856928,2.883589039437451,-2692617.1661809613,-4297411.2034747,3855141.512223809,G,G10,2118,2020-08-13 21:42:09.434000+00:00,0
Raw,1597354929434,13999584000000,18,,-1281376147850481381,-0.207,23.15359961357899,0.7551322088550145,10.891983834265286,1,13,0.0,16399,423747350746277,35,25.5,580.1673583984375,0.7985000014305115,16,0.0,0.0,1575420000,,,,0,,1,,,,,,,,,1281390147434481381.207,25103152.711102670806,10.492736030,GPS_L1_CA,1281390147350746277,14842707.094505478,-2608632.6319234385,21753851.151180863,5.364477976245487,33.9470325797347,776.2890758387489,2678.191824779135,-197.1385470798654,10651.75251005158,0.001022473695684767,0.0,4.500421941712991,24.331827375820616,-2692617.1661809613,-4297411.2034747,3855141.512223809,G,G13,2118,2020-08-13 21:42:09.434000+00:00,0
Raw,1597354929434,13999584000000,18,,-1281376147850481381,-0.207,23.15359961357899,0.7551322088550145,10.891983834265286,1,15,0.0,16399,423747359046962,24,28.7,476.9408264160156,0.090999998152256,19,32857.3134567465,0.1902936689331115,1575420000,,,,0,,1,,,,,,,,,1281390147434481381.207,22614669.951868940806,7.195018992,GPS_L1_CA,1281390147359046962,9659309.674404956,-13608086.157236824,20265835.58225606,29.284836870497568,51.58033346719112,1439.5595465691172,2249.217845778082,848.642153505825,-63205.94506874492,0.0007838965000254878,0.0,3.793385530547195,5.093340021016094,-2692617.1661809613,-4297411.2034747,3855141.512223809,G,G15,2118,2020-08-13 21:42:09.434000+00:00,0
Raw,1597354929434,13999584000000,18,,-1281376147850481381,-0.207,23.15359961357899,0.7551322088550145,10.891983834265286,1,16,0.0,16399,423747355420788,14,33.7,316.896240234375,0.0305000022053718,25,36042.53337147204,0.0023977002316763,1575420000,,,,0,,1,,,,,,,,,1281390147434481381.207,23701769.568464632806,4.197094412,GPS_L1_CA,1281390147355420788,-25119857.272143297,1134102.8393808026,9004616.508166512,22.19337447290467,269.0828120367687,-1100.8233873007662,-403.86324646038753,-2905.2646387320224,-58549.38936547808,-0.0014655456304809998,0.0,5.0452575386317,6.5788837724869325,-2692617.1661809613,-4297411.2034747,3855141.512223809,G,G16,2118,2020-08-13 21:42:09.434000+00:00,0
Raw,1597354929434,13999584000000,18,,-1281376147850481381,-0.207,23.15359961357899,0.7551322088550145,10.891983834265286,1,18,0.0,16399,423747364512916,24,29.1,221.340087890625,0.5975000262260437,16,0.0,0.0,1575420000,,,,0,,1,,,,,,,,,1281390147434481381.207,20976018.166894008806,7.195018992,GPS_L1_CA,1281390147364512916,845181.3126388602,-20382316.887513876,16975545.11121647,55.27541407923866,74.14515598615026,1454.1679006486042,-1604.5139179043967,-2000.8998736218514,80677.52187510944,0.0024539368696434413,0.0,2.729816996103459,3.0389521217454685,-2692617.1661809613,-4297411.2034747,3855141.512223809,G,G18,2118,2020-08-13 21:42:09.434000+00:00,0
Raw,1597354929434,13999584000000,18,,-1281376147850481381,-0.207,23.15359961357899,0.7551322088550145,10.891983834265286,1,20,0.0,16399,423747367056282,17,31.8,95.7038803100586,0.0487999990582466,21,10730.653520364243,0.0030066398239606,1575420000,,,,0,,1,,,,,,,,,1281390147434481381.207,20213536.222160380806,5.096471786,GPS_L1_CA,1281390147367056282,-8710095.301307121,-14738058.335075155,20280196.670245446,73.62874327715171,4.437705832139701,2593.128560556076,-171.9885751299201,961.3266787492854,158004.88114732795,-3.4082456522925504e-05,0.0,2.3880486324266177,2.6044345813184644,-2692617.1661809613,-4297411.2034747,3855141.512223809,G,G20,2118,2020-08-13 21:42:09.434000+00:00,0
Raw,1597354929434,13999584000000,18,,-1281376147850481381,-0.207,23.15359961357899,0.7551322088550145,10.891983834265286,1,21,0.0,16399,423747359169035,17,31.9,-367.7672424316406,0.0307999998331069,21,-42448.45324406158,0.0030066398239606,1575420000,,,,0,,1,,,,,,,,,1281390147434481381.207,22578073.387143506806,5.096471786,GPS_L1_CA,1281390147359169035,-16935440.547280803,-1262183.7668984914,21122925.106671523,39.79445603457931,307.9773194089111,1269.9885419079255,-2178.566110182529,951.6010087797656,10579.020002508802,0.0013292158043886984,0.0,3.3356731247199365,3.898902585064514,-2692617.1661809613,-4297411.2034747,3855141.512223809,G,G21,2118,2020-08-13 21:42:09.434000+00:00,0
Raw,1597354929434,13999584000000,18,,-1281376147850481381,-0.207,23.15359961357899,0.7551322088550145,10.891983834265286,1,24,0.0,16399,423747351392905,31,26.7,-430.8153381347656,0.7369999885559082,16,0.0,0.0,1575420000,,,,0,,1,,,,,,,,,1281390147434481381.207,24909298.513571046806,9.293566198,GPS_L1_CA,1281390147351392905,14572036.618589647,-21945200.108983528,583132.7589611956,6.010723996228449,104.2966505613156,278.6138504760147,296.11392799747154,3141.883759242437,-5127.013573670367,-0.0001704122826140279,0.0,7.180962298535987,22.113094819958206,-2692617.1661809613,-4297411.2034747,3855141.512223809,G,G24,2118,2020-08-13 21:42:09.434000+00:00,0
Raw,1597354929434,13999584000000,18,,-1281376147850481381,-0.207,23.15359961357899,0.7551322088550145,10.891983834265286,1,26,0.0,16399,423747352713395,31,26.9,497.3991394042969,0.7354999780654907,16,0.0,0.0,1575420000,,,,0,,1,,,,,,,,,1281390147434481381.207,24513425.570706626806,9.293566198,GPS_L1_CA,1281390147352713395,-25765399.174712703,-5219734.105763249,-4603086.248042682,12.228184403712907,232.48049711561032,598.4359489240306,-259.16674429210906,-3055.0113988031935,78174.32304070255,0.0019767824783218845,0.0,6.981276512799334,11.5741981542987,-2692617.1661809613,-4297411.2034747,3855141.512223809,G,G26,2118,2020-08-13 21:42:09.434000+00:00,0
